F_chief,F_deputy1,F_deputy2,F_deputy3
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 7.581228567758076e-07 2.3598441920096692e-07 -1.7314972656167372e-06 -1.6995565105713186e-11 1.1693199384717757e-12 -5.7152386816062015e-12 2.359841785395452e-07 -1.140657118016392e-06 -2.1196893754899095e-07 1.1693199384717757e-12 -1.1987700367463432e-11 1.2687263240826301e-12 -1.7314958836103172e-06 -2.119689834051852e-07 3.82534263079716e-07 -5.7152386816062015e-12 1.2687263240826301e-12 -1.7929226263795128e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.171705418374116e-06 1.4577801989182224e-07 -1.6070986780634927e-07 -1.8906418360670906e-11 2.2312016848258618e-12 1.9690110584591925e-12 1.4577765936683295e-07 4.1519768887344184e-07 -1.7640882583268039e-06 2.2312016848258618e-12 -2.8485363005666454e-11 -8.88944928926119e-12 -1.607096803588956e-07 -1.7640905396818698e-06 7.565077163825667e-07 1.9690110584591925e-12 -8.88944928926119e-12 -2.6257049350495006e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.42999257307655e-06 -1.3995891824369096e-06 6.620299358787533e-07 -1.223960156799184e-11 3.1241904270077153e-13 1.06981939383232e-12 -1.3995894694484353e-06 -4.2140582214793007e-07 -3.558633359948636e-07 3.1241904270077153e-13 -1.3081941240976701e-11 -3.237904950654e-12 6.62028711822076e-07 -3.55862605386563e-07 -1.0085867505179259e-06 1.06981939383232e-12 -3.237904950654e-12 -2.322396443603225e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.09424420072515e-06 -3.4812946314169337e-10 4.963978703936496e-07 -1.3332868948297838e-11 -3.756974985906186e-12 1.932032365969599e-13 -3.48323598346394e-10 -1.1660892822135582e-06 -2.406604910625449e-09 -3.756974985906186e-12 -2.266353500844779e-11 5.4795316477665e-13 4.963983516862881e-07 -2.4052682874440474e-09 2.2603334840926426e-06 1.932032365969599e-13 5.4795316477665e-13 -1.2036372796086973e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 9.834205956086536e-07 2.310704033818526e-07 -1.6950757814961705e-06 -1.6091245479113597e-11 1.1331358507577588e-12 -5.5383615524371806e-12 2.3107015920432564e-07 -1.1449362271355876e-06 -1.81910500280963e-07 1.1331358507577588e-12 -1.1903391067934428e-11 1.4024591176522436e-12 -1.6950744134473155e-06 -1.8191054469798618e-07 1.6151563346016568e-07 -5.5383615524371806e-12 1.4024591176522436e-12 -1.8471168272449145e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1689017153107894e-06 1.5213139494077223e-07 -1.913987943741908e-07 -1.967048427273029e-11 2.346467641345429e-12 1.811268901037499e-12 1.5213102902232392e-07 1.862551388154166e-07 -1.7261656450367177e-06 2.346467641345429e-12 -3.0939599734654154e-11 -9.06085047285474e-12 -1.9139860056858385e-07 -1.72616802621417e-06 9.82646563410049e-07 1.811268901037499e-12 -9.06085047285474e-12 -2.6195612490540493e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.468682159423447e-06 -1.451684192950113e-06 4.7315276713181495e-07 -1.2127888960085003e-11 1.0824055658320664e-13 4.2004725079358553e-13 -1.4516844816340147e-06 -3.7636615074688966e-07 -2.5992785675870195e-07 1.0824055658320664e-13 -1.2865573126879391e-11 -2.9230790564647913e-12 4.731515428619294e-07 -2.599271327479947e-07 -1.0923160082603347e-06 4.2004725079358553e-13 -2.9230790564647913e-12 -2.345587696438171e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1143779815115098e-06 -2.609622635453862e-08 4.206835550276857e-07 -1.3353389131918452e-11 -3.861800134729888e-12 -6.251514053517874e-14 -2.60964190806825e-08 -1.1526587878239516e-06 -2.131568541787953e-07 -3.861800134729888e-12 -2.2448558104748216e-11 -1.7019595560903217e-13 4.206840390786452e-07 -2.1315552784320093e-07 2.2670367705988996e-06 -6.251514053517874e-14 -1.7019595560903217e-13 -1.1937655940529306e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.202151148157475e-06 2.2224940933667105e-07 -1.629934027450992e-06 -1.5216604028590394e-11 1.0781021031798879e-12 -5.269312693397621e-12 2.2224916204505426e-07 -1.1490654141854166e-06 -1.5271725093769524e-07 1.0781021031798879e-12 -1.1812237505638585e-11 1.5283196081786878e-12 -1.6299326739470933e-06 -1.5271729317188438e-07 -5.308573196330938e-08 -5.269312693397621e-12 1.5283196081786878e-12 -1.89693308785828e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1657818064041018e-06 1.544188105993814e-07 -2.2264976215340903e-07 -2.042316119547201e-11 2.429138764687345e-12 1.632909933928861e-12 1.5441843989924983e-07 -3.608181340184479e-08 -1.6587508911556344e-06 2.429138764687345e-12 -3.3447843566347476e-11 -9.050048950702982e-12 -2.22649563557923e-07 -1.658753371596113e-06 1.2018636068790677e-06 1.632909933928861e-12 -9.050048950702982e-12 -2.606847168192757e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.484952521957001e-06 -1.4917591626367527e-06 2.7814027834687575e-07 -1.2092933747619142e-11 -5.470000384411777e-14 -2.441487465650924e-13 -1.491759452217165e-06 -3.3695699357622176e-07 -1.5605103997013996e-07 -5.470000384411777e-14 -1.2665256538874414e-11 -2.5776386653857786e-12 2.7813905372878517e-07 -1.560503227389386e-07 -1.1479955279632963e-06 -2.441487465650924e-13 -2.5776386653857786e-12 -2.3592820406888956e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1315256263708565e-06 -4.219323972256732e-08 3.4167642971972145e-07 -1.3357303512263236e-11 -3.9291692872364544e-12 -3.323313114598084e-13 -4.219343172940607e-08 -1.1136552524209092e-06 -4.216107422435739e-07 -3.9291692872364544e-12 -2.213581705289617e-11 -8.695102720956409e-13 3.416769161530115e-07 -4.2160942692432376e-07 2.2451808801569906e-06 -3.323313114598084e-13 -8.695102720956409e-13 -1.192909840135004e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4105731073408533e-06 2.096646217910181e-07 -1.537128977645189e-06 -1.4385117572832102e-11 1.0056821261328334e-12 -4.9152539457209886e-12 2.0966437185897483e-07 -1.1529714501982887e-06 -1.2488715148253783e-07 1.0056821261328334e-12 -1.1714857591593524e-11 1.6440850141862346e-12 -1.5371276391350434e-06 -1.2488719084771708e-07 -2.5760165507644303e-07 -4.9152539457209886e-12 1.6440850141862346e-12 -1.9413907703594414e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1624132489287988e-06 1.5259405771032116e-07 -2.539278071197687e-07 -2.115721742509135e-11 2.4745470905423502e-12 1.4380451692688962e-12 1.5259368275249497e-07 -2.479617074945517e-07 -1.5629693515137342e-06 2.4745470905423502e-12 -3.596890649523766e-11 -8.841480930143265e-12 -2.539276054821489e-07 -1.5629719296583568e-06 1.4103749437897914e-06 1.4380451692688962e-12 -8.841480930143265e-12 -2.5892829740948044e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.478510421352021e-06 -1.5191153416555908e-06 8.035775654634214e-08 -1.2134653720535968e-11 -1.7391158089067882e-13 -9.114720099737598e-13 -1.5191156313412556e-06 -3.038615950182658e-07 -4.602325268255305e-08 -1.7391158089067882e-13 -1.2484056711417142e-11 -2.2075587390429087e-12 8.0356531472371e-08 -4.6022542309059996e-08 -1.1746488259182459e-06 -9.114720099737598e-13 -2.2075587390429087e-12 -2.3632681219590128e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.145404583995385e-06 -4.8380255741312236e-08 2.606794473315418e-07 -1.3343660380878343e-11 -3.958236491296632e-12 -6.109779470164258e-13 -4.8380447700551444e-08 -1.0497330526722167e-06 -6.243337991642925e-07 -3.958236491296632e-12 -2.173100311558122e-11 -1.5374398850469154e-12 2.6067993569054817e-07 -6.243324954935459e-07 2.1951376381254336e-06 -6.109779470164258e-13 -1.5374398850469154e-12 -1.2007972131332903e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.605108720249107e-06 1.9352477749179084e-07 -1.4181999792475486e-06 -1.3608823119256189e-11 9.176215844574582e-13 -4.484730057073905e-12 1.9352452545433148e-07 -1.1565844567823175e-06 -9.889652159330527e-08 9.176215844574582e-13 -1.1611893833572962e-11 1.7478028825680664e-12 -1.418198656046306e-06 -9.889655747205895e-08 -4.4852426136075344e-07 -4.484730057073905e-12 1.7478028825680664e-12 -1.9796385082057163e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1588671972992459e-06 1.466821550462678e-07 -2.8469703293808304e-07 -2.1865158144396765e-11 2.478793487843336e-12 1.2317325001426792e-12 1.466817762438453e-07 -4.457125919399311e-07 -1.440438853351513e-06 2.478793487843336e-12 -3.8456811279237786e-11 -8.424613604183577e-12 -2.8469683014610296e-07 -1.44044152657444e-06 1.6045797770407525e-06 1.2317325001426792e-12 -8.424613604183577e-12 -2.5689001178427607e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4494639133196424e-06 -1.5332781978425828e-06 -1.1677810642811646e-07 -1.2251609805558138e-11 -2.476616704148184e-13 -1.5706605412756045e-12 -1.5332784868390032e-06 -2.776519145369669e-07 6.825513546040579e-08 -2.476616704148184e-13 -1.2324626805581793e-11 -1.819169935800115e-12 -1.1677933203040621e-07 6.825583899855751e-08 -1.1718119983713092e-06 -1.5706605412756045e-12 -1.819169935800115e-12 -2.3574884137206627e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1557850062970753e-06 -4.455825544869187e-08 1.790273092389374e-07 -1.331185263586672e-11 -3.9489293764817316e-12 -8.931186816636298e-13 -4.455844800071155e-08 -9.619483859577039e-07 -8.179845553480081e-07 -3.9489293764817316e-12 -2.124148579392547e-11 -2.1623157018646836e-12 1.7902779899623835e-07 -8.179832638531615e-07 2.1177333937947155e-06 -8.931186816636298e-13 -2.1623157018646836e-12 -1.2169839605600613e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.7824088606016075e-06 1.7410096750743104e-07 -1.2751451030200244e-06 -1.2898159090307717e-11 8.158956598394533e-13 -3.9874106160488405e-12 1.7410071394976372e-07 -1.1598391791811484e-06 -7.51913983463946e-08 8.158956598394533e-13 -1.1504005226672386e-11 1.8378168745473623e-12 -1.2751437953158565e-06 -7.519143019926966e-08 -6.225696792910674e-07 -3.9874106160488405e-12 1.8378168745473623e-12 -2.0109655537038592e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1552170963776026e-06 1.367787849648866e-07 -3.144298888327219e-07 -2.2539364320994124e-11 2.4389963125354863e-12 1.0198570631851162e-12 1.367784026019615e-07 -6.259054654550271e-07 -1.2932406685962715e-06 2.4389963125354863e-12 -4.086197330219082e-11 -7.794962897955182e-12 -3.1442968686524687e-07 -1.2932434331565786e-06 1.7811225502153302e-06 1.0198570631851162e-12 -7.794962897955182e-12 -2.5479691460177908e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.3983206692582948e-06 -1.534006339333083e-06 -3.0986221045290044e-07 -1.2441045925033145e-11 -2.749934788742e-13 -2.210660529658216e-12 -1.5340066268545958e-06 -2.587779966640636e-07 1.848087293538847e-07 -2.749934788742e-13 -1.2189173021936603e-11 -1.4190564566975473e-12 -3.0986343661353034e-07 1.8480942617499132e-07 -1.1395426721881104e-06 -2.210660529658216e-12 -1.4190564566975473e-12 -2.3420383234143214e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1624933489535817e-06 -3.0789787460117344e-08 9.806592050985223e-08 -1.3261628101280674e-11 -3.901928927446378e-12 -1.1734701124669224e-12 -3.0789981201908174e-08 -8.517433980888609e-07 -9.993661744211541e-07 -3.901928927446378e-12 -2.067610756386907e-11 -2.7335841719789786e-12 9.806641107856254e-08 -9.993648955185402e-07 2.0142367486528253e-06 -1.1734701124669224e-12 -2.7335841719789786e-12 -1.2408713102988083e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.939414652924768e-06 1.5172221406543483e-07 -1.1103884739470821e-06 -1.2261858466672278e-11 7.026555668962198e-13 -3.4338280564203665e-12 1.5172195961130812e-07 -1.1626761910859963e-06 -5.417933748134083e-08 7.026555668962198e-13 -1.1391859309673647e-11 1.9127831914617933e-12 -1.110387181809279e-06 -5.417936485393767e-08 -7.767384597015054e-07 -3.4338280564203665e-12 1.9127831914617933e-12 -2.0348087478844818e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1515373479328337e-06 1.230485225707782e-07 -3.426162272448525e-07 -2.3172246453249277e-11 2.3535164276341064e-12 8.089523313380667e-13 1.230481367910533e-07 -7.854130192064791e-07 -1.123882767157032e-06 2.3535164276341064e-12 -4.313270546592245e-11 -6.954915375713081e-12 -3.426160281148927e-07 -1.1238856181737225e-06 1.9369503562501138e-06 8.089523313380667e-13 -6.954915375713081e-12 -2.528904855000624e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.3259783522447556e-06 -1.5212958070299435e-06 -4.95563830670078e-07 -1.269894516326862e-11 -2.5573300748333905e-13 -2.820794022516812e-12 -1.5212960923115734e-06 -2.475597639653997e-07 3.01623587021131e-07 -2.5573300748333905e-13 -1.2079426560883167e-11 -1.0139528136683057e-12 -4.955650573703426e-07 3.016242773333966e-07 -1.0784185878785332e-06 -2.820794022516812e-12 -1.0139528136683057e-12 -2.317163492782512e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1654152043617036e-06 -7.298388110332037e-09 1.91315888949262e-08 -1.3193090187227572e-11 -3.818629940419349e-12 -1.4469174187031235e-12 -7.298583584915375e-09 -7.209248299430147e-07 -1.1654763198333956e-06 -3.818629940419349e-12 -2.004494794589325e-11 -3.2420025123083873e-12 1.91320796412161e-08 -1.1654750538239042e-06 1.8863400359729193e-06 -1.4469174187031235e-12 -3.2420025123083873e-12 -1.2717249334202263e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.0734143538081624e-06 1.2676988286762997e-07 -9.267390344081401e-07 -1.1706890374633483e-11 5.801760104020797e-13 -2.835120104460433e-12 1.2676962816748056e-07 -1.1650430044274922e-06 -3.622184197188822e-08 5.801760104020797e-13 -1.1276124595329823e-11 1.9716783536266346e-12 -9.267377577963387e-07 -3.622186449986506e-08 -9.083713472497994e-07 -2.835120104460433e-12 1.9716783536266346e-12 -2.0507554633942234e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.147901973823918e-06 1.0572191614499662e-07 -3.6877199742368083e-07 -2.3756408362301206e-11 2.222141076198237e-12 6.059662726976965e-13 1.0572152694858565e-07 -9.214628188934554e-07 -9.352561403559133e-07 2.222141076198237e-12 -4.521699456876006e-11 -5.9142760751241275e-12 -3.6877180311560297e-07 -9.352590718092977e-07 2.069364782700714e-06 6.059662726976965e-13 -5.9142760751241275e-12 -2.5141523930728106e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.2337072759565255e-06 -1.4953796473204034e-06 -6.706877796870965e-07 -1.3020101425865905e-11 -1.9048638309335398e-13 -3.390920067268736e-12 -1.4953799296293474e-06 -2.4418141362128935e-07 4.166843789915674e-07 -1.9048638309335398e-13 -1.1996622328440057e-11 -6.106400565047108e-13 -6.706890068542414e-07 4.1668506308582497e-07 -9.895258619387483e-07 -3.390920067268736e-12 -6.106400565047108e-13 -2.283255369550232e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1644973217314438e-06 2.553428418461668e-08 -5.6469807091697765e-08 -1.3106689263023667e-11 -3.701084472629342e-12 -1.7086200161568975e-12 2.5534086497077487e-08 -5.716373214783799e-07 -1.3135546713817446e-06 -3.701084472629342e-12 -1.935906631870464e-11 -3.679789867781145e-12 -5.646931683528454e-08 -1.3135534184483847e-06 1.7361346449224456e-06 -1.7086200161568975e-12 -3.679789867781145e-12 -1.3086970899446714e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.182094159898026e-06 9.967102441439602e-08 -7.273414319362137e-07 -1.12384452525867e-11 4.508049735483882e-13 -2.2027834994074245e-12 9.96707701335796e-08 -1.1668950587081628e-06 -2.1627595198445437e-08 4.508049735483882e-13 -1.1157463559221496e-11 2.0137992887209607e-12 -7.273401707104676e-07 -2.1627612610518428e-08 -1.0151990990783453e-06 -2.2027834994074245e-12 2.0137992887209607e-12 -2.0585429835002172e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1443832982404925e-06 8.509149071824033e-08 -3.924474455458429e-07 -2.428481540127087e-11 2.046210028555333e-12 4.179817822205246e-13 8.509109796768204e-08 -1.0316842038574578e-06 -7.30585042775287e-07 2.046210028555333e-12 -4.706447075634309e-11 -4.690475145499945e-12 -3.924472579495136e-07 -7.305880475370816e-07 2.1760674930920068e-06 4.179817822205246e-13 -4.690475145499945e-12 -2.506060071420513e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.1231257789378218e-06 -1.4567228018161306e-06 -8.322325906569084e-07 -1.3398206077797384e-11 -8.062756818008284e-14 -3.911588697440865e-12 -1.4567230804627435e-06 -2.486885277180092e-07 5.280113937956714e-07 -8.062756818008284e-14 -1.1941484360781033e-11 -2.1584190843781977e-13 -8.322338181599091e-07 5.28012072036973e-07 -8.744372508257449e-07 -3.911588697440865e-12 -2.1584190843781977e-13 -2.240845085107991e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1597487701956188e-06 6.71736233596138e-08 -1.2748343979094246e-07 -1.3003205483632339e-11 -3.5519311948362678e-12 -1.954104291515936e-12 6.717342304887335e-08 -4.0633155085364184e-07 -1.441127479697433e-06 -3.5519311948362678e-12 -1.863023325178546e-11 -4.0407320088544424e-12 -1.2748295071175616e-07 -1.4411262399047784e-06 1.566080322792347e-06 -1.954104291515936e-12 -4.0407320088544424e-12 -1.3508505372233226e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.2635817245001835e-06 7.089076903150488e-08 -5.156199525091161e-07 -1.085995784131578e-11 3.169168889623768e-13 -1.5484441705489973e-12 7.089051583884705e-08 -1.1681965666578783e-06 -1.0646661183764384e-08 3.169168889623768e-13 -1.1036526340768065e-11 2.038756835117117e-12 -5.156187064405261e-07 -1.0646673302828717e-08 -1.0953851557617183e-06 -1.5484441705489973e-12 2.038756835117117e-12 -2.058054847995065e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1410506698402879e-06 6.150675722231672e-08 -4.132347064619797e-07 -2.475096090421091e-11 1.8286699887426617e-12 2.519052471081561e-13 6.150636065824778e-08 -1.1141483098927946e-06 -5.133720352083218e-07 1.8286699887426617e-12 -4.862846822064921e-11 -3.3083848371835946e-12 -4.132345273070718e-07 -5.133751051017278e-07 2.255198971865985e-06 2.519052471081561e-13 -3.3083848371835946e-12 -2.5067464091031204e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 9.961689350238147e-07 -1.4060124747489341e-06 -9.774444583987764e-07 -1.382594927424357e-11 7.172360043417892e-14 -4.374186956250023e-12 -1.4060127490970742e-06 -2.6098793389726537e-07 6.336965686366473e-07 7.172360043417892e-14 -1.1914218038688969e-11 1.6387872395137184e-13 -9.774456860453189e-07 6.336972414548569e-07 -7.351810007321117e-07 -4.374186956250023e-12 1.6387872395137184e-13 -2.190595635554791e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1512412035836696e-06 1.1693956604096924e-07 -1.9272568337002596e-07 -1.288372412977023e-11 -3.3743139703526564e-12 -2.1793412162794995e-12 1.169393627718649e-07 -2.2772744202414004e-07 -1.5460485170291092e-06 -3.3743139703526564e-12 -1.7870659971614963e-11 -4.320239329873614e-12 -1.9272519616153778e-07 -1.5460472903245414e-06 1.3789686473670532e-06 -2.1793412162794995e-12 -4.320239329873614e-12 -1.3971832665713192e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.316481322288315e-06 4.092392860419767e-08 -2.952166281423658e-07 -1.0573161825474229e-11 1.808699104462579e-13 -8.836474265050237e-13 4.09236771610588e-08 -1.1689211960554264e-06 -3.4657934484204558e-09 1.808699104462579e-13 -1.0913945273508482e-11 2.046463826451713e-12 -2.952153969240149e-07 -3.465800190948235e-09 -1.1475601241933927e-06 -8.836474265050237e-13 2.046463826451713e-12 -2.049314722761272e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1379692430154572e-06 3.536831722521514e-08 -4.307746858651061e-07 -2.5149024480410086e-11 1.5740473766777669e-12 1.1414102095357554e-13 3.5367916491474545e-08 -1.1674007388825858e-06 -2.873387272439871e-07 1.5740473766777669e-12 -4.98680582327902e-11 -1.7997236278168479e-12 -4.307745166590516e-07 -2.87341853133736e-07 2.3053699752842096e-06 1.1414102095357554e-13 -1.7997236278168479e-12 -2.517970195427951e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 8.550513852213926e-07 -1.344144254950396e-06 -1.1038658104469704e-06 -1.4295135816405287e-11 2.6373324434816137e-13 -4.771075843665824e-12 -1.344144524426998e-06 -2.8085027971170025e-07 7.319377647969125e-07 2.6373324434816137e-13 -1.1914509265297508e-11 5.222222863550266e-13 -1.1038670379817185e-06 7.31938432676439e-07 -5.74201105111317e-07 -4.771075843665824e-12 5.222222863550266e-13 -2.1332923366231657e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1391081906457717e-06 1.7401638207582766e-07 -2.5110351344061045e-07 -1.2749604758386535e-11 -3.17179318953381e-12 -2.3808074593242383e-12 1.740161755915512e-07 -3.877274714942395e-08 -1.6265357574980512e-06 -3.17179318953381e-12 -1.7092734904832274e-11 -4.515359937084697e-12 -2.5110302878894866e-07 -1.62653454371466e-06 1.1778809395561487e-06 -2.3808074593242383e-12 -4.515359937084697e-12 -1.4466531701663358e-11
